event_id,incident_date,incident_time,site,department,shift,incident_type,description,injury_outcome,recordable,lost_time,near_miss,potential_sif,severity,frequency,critical_control_verified,inspection_completion_rate,training_compliance_pct,exposure_hours,latitude,longitude,risk_score
HSE-1123,2026-02-20,18:10,Mombasa Depot,Logistics,Day,Manual Handling,Manual Handling event reported at Mombasa Depot during day shift.,Near Miss,False,False,True,False,0,1,True,71.9,96.7,1326,-4.0435,39.6682,0
HSE-1124,2026-02-20,01:30,Wajir Depot,Utilities,Night,Slip / Trip,Worker slipped near transfer walkway at Wajir Depot during night shift.,Near Miss,False,False,True,False,0,2,True,83.3,82.2,1331,1.7471,40.0573,0
HSE-1125,2026-02-21,23:00,Nairobi Depot,Maintenance,Night,Slip / Trip,Worker slipped near transfer walkway at Nairobi Depot during night shift.,First Aid,True,False,False,False,2,5,True,96.6,84.2,860,-1.2921,36.8219,10
HSE-1126,2026-02-21,22:00,Kisumu Depot,Logistics,Night,Struck By,Struck By event reported at Kisumu Depot during night shift.,Lost Time,False,False,False,False,1,3,True,89.7,94.2,915,-0.0917,34.768,3
HSE-1127,2026-02-21,07:00,Kakamega Depot,Logistics,Day,Struck By,Struck By event reported at Kakamega Depot during day shift.,Lost Time,True,True,False,False,5,1,True,78.1,94.3,1338,0.2827,34.7519,5
HSE-1128,2026-02-21,13:20,Wajir Depot,Operations,Day,Manual Handling,Manual Handling event reported at Wajir Depot during day shift.,First Aid,True,False,False,False,2,5,True,78.6,92.9,932,1.7471,40.0573,10
HSE-1129,2026-02-22,17:10,Wajir Depot,Operations,Day,Chemical Exposure,Chemical Exposure event reported at Wajir Depot during day shift.,Medical Treatment,False,False,False,False,1,5,False,96.8,93.9,1088,1.7471,40.0573,5
HSE-1130,2026-02-23,08:30,Nairobi Depot,Maintenance,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Nairobi Depot during day shift. Credible worst case could be life-altering.,Near Miss,False,False,True,True,5,2,True,84.0,92.6,1362,-1.2921,36.8219,10
HSE-1131,2026-02-24,12:50,Nairobi Depot,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Nairobi Depot during day shift.,Near Miss,False,False,True,False,0,2,True,76.7,92.9,1068,-1.2921,36.8219,0
HSE-1132,2026-02-24,16:40,Mombasa Depot,Operations,Day,Chemical Exposure,Chemical Exposure event reported at Mombasa Depot during day shift.,Restricted Work,True,True,False,False,5,5,True,100.0,92.9,1336,-4.0435,39.6682,25
HSE-1133,2026-02-24,17:40,Kisumu Depot,Maintenance,Day,Manual Handling,Manual Handling event reported at Kisumu Depot during day shift.,First Aid,True,False,False,False,3,4,True,53.3,94.7,1130,-0.0917,34.768,12
HSE-1134,2026-02-24,07:00,Kakamega Depot,Operations,Day,Near Miss,Near Miss event reported at Kakamega Depot during day shift.,Near Miss,False,False,True,False,0,5,True,80.6,95.3,1058,0.2827,34.7519,0
HSE-1135,2026-02-25,12:40,Nairobi Depot,Logistics,Day,Slip / Trip,Worker slipped near transfer walkway at Nairobi Depot during day shift.,Medical Treatment,False,False,False,False,1,1,True,87.5,84.3,1345,-1.2921,36.8219,1
HSE-1136,2026-02-25,00:50,Mombasa Depot,Utilities,Night,Equipment Contact,Equipment Contact event reported at Mombasa Depot during night shift.,Medical Treatment,False,False,False,False,1,1,True,90.6,94.3,969,-4.0435,39.6682,1
HSE-1137,2026-02-25,02:40,Wajir Depot,Utilities,Night,Slip / Trip,Worker slipped near transfer walkway at Wajir Depot during night shift.,Medical Treatment,False,False,False,False,1,3,True,77.8,98.6,1104,1.7471,40.0573,3
HSE-1138,2026-02-26,00:00,Kisumu Depot,Operations,Night,Struck By,Struck By event reported at Kisumu Depot during night shift.,Restricted Work,False,False,False,False,1,4,True,93.5,98.9,974,-0.0917,34.768,4
HSE-1139,2026-02-27,00:20,Nairobi Depot,Maintenance,Night,Slip / Trip,Worker slipped near transfer walkway at Nairobi Depot during night shift.,Medical Treatment,True,True,False,False,4,5,True,86.7,98.4,854,-1.2921,36.8219,20
HSE-1140,2026-02-27,08:10,Mombasa Depot,Maintenance,Day,Manual Handling,Manual Handling event reported at Mombasa Depot during day shift.,Medical Treatment,True,False,False,False,2,3,True,95.0,88.0,1000,-4.0435,39.6682,6
HSE-1141,2026-02-28,08:10,Nairobi Depot,Operations,Day,Manual Handling,Manual Handling event reported at Nairobi Depot during day shift.,Restricted Work,True,True,False,False,4,2,True,83.9,85.4,879,-1.2921,36.8219,8
HSE-1142,2026-02-28,22:50,Mombasa Depot,Maintenance,Night,Slip / Trip,Worker slipped near transfer walkway at Mombasa Depot during night shift.,Near Miss,False,False,True,False,0,3,True,76.7,91.2,1079,-4.0435,39.6682,0
HSE-1143,2026-02-28,13:10,Kisumu Depot,Logistics,Day,Manual Handling,Manual Handling event reported at Kisumu Depot during day shift.,Restricted Work,True,False,False,False,2,1,False,96.6,84.9,1380,-0.0917,34.768,2
HSE-1144,2026-02-28,10:40,Kakamega Depot,Maintenance,Day,Manual Handling,Manual Handling event reported at Kakamega Depot during day shift.,Medical Treatment,True,False,False,False,3,4,True,100.0,97.4,1341,0.2827,34.7519,12
HSE-1145,2026-02-28,06:50,Wajir Depot,Operations,Day,Struck By,Struck By event reported at Wajir Depot during day shift.,Medical Treatment,True,False,False,False,2,3,True,89.7,83.2,1347,1.7471,40.0573,6
HSE-1146,2026-03-01,00:40,Nairobi Depot,Operations,Night,Vehicle Interaction,Pedestrian entered forklift travel path at Nairobi Depot during night shift. Credible worst case could be life-altering.,Near Miss,False,False,True,True,5,3,True,84.0,89.0,1378,-1.2921,36.8219,15
HSE-1147,2026-03-01,14:00,Nyeri Depot,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Nyeri Depot during day shift.,Lost Time,False,False,False,False,1,2,True,100.0,93.1,1241,-0.4201,36.9476,2
HSE-1148,2026-03-01,11:40,Kisumu Depot,Operations,Day,Manual Handling,Manual Handling event reported at Kisumu Depot during day shift.,Medical Treatment,True,True,False,False,3,3,True,76.2,84.9,903,-0.0917,34.768,9
HSE-1149,2026-03-01,06:10,Kakamega Depot,Logistics,Day,Manual Handling,Manual Handling event reported at Kakamega Depot during day shift.,Near Miss,False,False,True,False,0,2,True,82.8,86.4,1109,0.2827,34.7519,0
HSE-1150,2026-03-01,02:40,Mandera Depot,Operations,Night,Near Miss,Near Miss event reported at Mandera Depot during night shift.,Near Miss,False,False,True,False,0,4,True,56.2,98.5,862,3.9373,41.8569,0
HSE-1151,2026-03-02,01:40,Nairobi Depot,Maintenance,Night,Near Miss,Near Miss event reported at Nairobi Depot during night shift.,Near Miss,False,False,True,False,0,2,True,96.3,82.7,1005,-1.2921,36.8219,0
HSE-1152,2026-03-02,15:10,Kisumu Depot,Operations,Day,Chemical Exposure,Chemical Exposure event reported at Kisumu Depot during day shift. Credible worst case could be life-altering.,First Aid,True,False,False,True,3,1,True,93.3,88.8,893,-0.0917,34.768,3
HSE-1153,2026-03-02,14:10,Wajir Depot,Utilities,Day,Slip / Trip,Worker slipped near transfer walkway at Wajir Depot during day shift.,Near Miss,False,False,True,False,0,3,True,93.8,90.2,941,1.7471,40.0573,0
HSE-1154,2026-03-03,06:00,Nyeri Depot,Logistics,Day,Equipment Contact,Equipment Contact event reported at Nyeri Depot during day shift.,First Aid,True,True,False,False,4,5,True,81.2,90.2,1116,-0.4201,36.9476,20
HSE-1155,2026-03-03,00:50,Kisumu Depot,Logistics,Night,Slip / Trip,Worker slipped near transfer walkway at Kisumu Depot during night shift.,Medical Treatment,True,False,False,False,2,3,True,71.0,83.0,1258,-0.0917,34.768,6
HSE-1156,2026-03-03,10:20,Wajir Depot,Logistics,Day,Manual Handling,Manual Handling event reported at Wajir Depot during day shift.,Medical Treatment,True,False,False,False,3,5,False,65.5,95.8,1217,1.7471,40.0573,15
HSE-1157,2026-03-03,09:30,Mandera Depot,Logistics,Day,Manual Handling,Manual Handling event reported at Mandera Depot during day shift.,First Aid,True,True,False,False,5,3,False,69.2,90.4,1171,3.9373,41.8569,15
HSE-1158,2026-03-04,15:30,Mandera Depot,Maintenance,Day,Struck By,Struck By event reported at Mandera Depot during day shift.,Restricted Work,True,True,False,False,4,4,True,93.8,96.6,1167,3.9373,41.8569,16
HSE-1159,2026-03-05,15:40,Mombasa Depot,Logistics,Day,Near Miss,Near Miss event reported at Mombasa Depot during day shift.,Near Miss,False,False,True,False,0,3,True,100.0,97.5,1333,-4.0435,39.6682,0
HSE-1160,2026-03-05,23:30,Nyeri Depot,Maintenance,Night,Manual Handling,Manual Handling event reported at Nyeri Depot during night shift.,Restricted Work,True,False,False,False,3,2,True,59.4,96.6,1252,-0.4201,36.9476,6
HSE-1161,2026-03-05,06:50,Kisumu Depot,Operations,Day,Struck By,Struck By event reported at Kisumu Depot during day shift.,Near Miss,False,False,True,False,0,5,True,54.8,94.6,885,-0.0917,34.768,0
HSE-1162,2026-03-06,18:40,Nairobi Depot,Utilities,Day,Near Miss,Near Miss event reported at Nairobi Depot during day shift.,Near Miss,False,False,True,False,0,5,True,100.0,87.7,1347,-1.2921,36.8219,0
HSE-1163,2026-03-06,06:30,Mombasa Depot,Maintenance,Day,Slip / Trip,Worker slipped near transfer walkway at Mombasa Depot during day shift.,Medical Treatment,False,False,False,False,1,2,True,68.0,97.4,1056,-4.0435,39.6682,2
HSE-1164,2026-03-06,02:00,Kakamega Depot,Operations,Night,Manual Handling,Manual Handling event reported at Kakamega Depot during night shift.,Medical Treatment,False,False,False,False,1,4,False,76.0,91.0,1256,0.2827,34.7519,4
HSE-1165,2026-03-07,22:20,Mombasa Depot,Operations,Night,Slip / Trip,Worker slipped near transfer walkway at Mombasa Depot during night shift.,First Aid,False,False,False,False,1,5,True,54.8,83.2,1047,-4.0435,39.6682,5
HSE-1166,2026-03-07,06:30,Kisumu Depot,Logistics,Day,Manual Handling,Manual Handling event reported at Kisumu Depot during day shift.,First Aid,True,False,False,False,3,4,False,75.0,97.5,918,-0.0917,34.768,12
HSE-1167,2026-03-07,18:50,Kakamega Depot,Logistics,Day,Manual Handling,Manual Handling event reported at Kakamega Depot during day shift.,Lost Time,True,False,False,False,3,5,True,82.8,83.6,1120,0.2827,34.7519,15
HSE-1168,2026-03-07,18:50,Mandera Depot,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Mandera Depot during day shift.,Near Miss,False,False,True,False,0,5,True,82.8,92.5,1175,3.9373,41.8569,0
HSE-1169,2026-03-08,17:30,Mombasa Depot,Operations,Day,Chemical Exposure,Chemical Exposure event reported at Mombasa Depot during day shift.,Near Miss,False,False,True,False,0,3,True,88.9,84.9,1041,-4.0435,39.6682,0
HSE-1170,2026-03-08,06:50,Nyeri Depot,Logistics,Day,Near Miss,Near Miss event reported at Nyeri Depot during day shift.,Near Miss,False,False,True,False,0,1,True,87.1,94.0,867,-0.4201,36.9476,0
HSE-1171,2026-03-08,12:50,Kisumu Depot,Operations,Day,Chemical Exposure,Chemical Exposure event reported at Kisumu Depot during day shift. Credible worst case could be life-altering.,Medical Treatment,True,True,False,True,4,1,True,72.7,93.6,905,-0.0917,34.768,4
HSE-1172,2026-03-08,02:20,Kakamega Depot,Logistics,Night,Slip / Trip,Worker slipped near transfer walkway at Kakamega Depot during night shift.,Medical Treatment,False,False,False,False,1,2,True,100.0,96.1,1168,0.2827,34.7519,2
HSE-1173,2026-03-08,16:40,Wajir Depot,Operations,Day,Manual Handling,Manual Handling event reported at Wajir Depot during day shift.,Medical Treatment,True,False,False,False,2,1,True,93.5,83.9,1272,1.7471,40.0573,2
HSE-1174,2026-03-08,18:40,Mandera Depot,Logistics,Day,Slip / Trip,Worker slipped near transfer walkway at Mandera Depot during day shift.,Near Miss,False,False,True,False,0,5,True,58.6,95.8,1209,3.9373,41.8569,0
HSE-1175,2026-03-09,11:20,Kakamega Depot,Maintenance,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Kakamega Depot during day shift.,Medical Treatment,True,False,False,False,2,3,True,90.0,95.7,1010,0.2827,34.7519,6
HSE-1176,2026-03-09,13:00,Wajir Depot,Maintenance,Day,Struck By,Struck By event reported at Wajir Depot during day shift.,First Aid,False,False,False,False,1,5,False,100.0,92.6,1202,1.7471,40.0573,5
HSE-1177,2026-03-10,09:00,Mombasa Depot,Operations,Day,Chemical Exposure,Chemical Exposure event reported at Mombasa Depot during day shift. Credible worst case could be life-altering.,Medical Treatment,True,True,False,True,5,5,True,90.0,94.7,1300,-4.0435,39.6682,25
HSE-1178,2026-03-10,13:20,Nyeri Depot,Operations,Day,Struck By,Struck By event reported at Nyeri Depot during day shift.,Near Miss,False,False,True,False,0,5,True,89.7,89.2,1356,-0.4201,36.9476,0
HSE-1179,2026-03-10,01:30,Kisumu Depot,Operations,Night,Vehicle Interaction,Pedestrian entered forklift travel path at Kisumu Depot during night shift.,Restricted Work,False,False,False,False,1,4,True,85.0,94.4,1286,-0.0917,34.768,4
HSE-1180,2026-03-10,18:30,Kakamega Depot,Operations,Day,Manual Handling,Manual Handling event reported at Kakamega Depot during day shift.,First Aid,True,False,False,False,3,4,True,100.0,92.3,1064,0.2827,34.7519,12
HSE-1181,2026-03-11,23:20,Nairobi Depot,Operations,Night,Chemical Exposure,Chemical Exposure event reported at Nairobi Depot during night shift.,First Aid,False,False,False,False,1,3,True,100.0,91.8,974,-1.2921,36.8219,3
HSE-1182,2026-03-11,23:30,Mombasa Depot,Utilities,Night,Chemical Exposure,Chemical Exposure event reported at Mombasa Depot during night shift. Credible worst case could be life-altering.,Restricted Work,True,True,False,True,4,4,True,96.2,95.0,1287,-4.0435,39.6682,16
HSE-1183,2026-03-11,09:30,Nyeri Depot,Logistics,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Nyeri Depot during day shift. Credible worst case could be life-altering.,First Aid,True,True,False,True,4,1,True,100.0,88.2,1162,-0.4201,36.9476,4
HSE-1184,2026-03-11,12:20,Kisumu Depot,Operations,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Kisumu Depot during day shift.,Medical Treatment,True,False,False,False,2,3,True,70.0,95.5,894,-0.0917,34.768,6
HSE-1185,2026-03-12,01:20,Mombasa Depot,Logistics,Night,Fall From Height,Elevated work task had incomplete edge protection at Mombasa Depot. Credible worst case could be life-altering.,First Aid,True,True,False,True,5,5,True,64.0,94.9,1247,-4.0435,39.6682,25
HSE-1186,2026-03-12,13:30,Kisumu Depot,Operations,Day,Struck By,Struck By event reported at Kisumu Depot during day shift.,First Aid,True,False,False,False,3,3,True,81.5,89.3,1256,-0.0917,34.768,9
HSE-1187,2026-03-13,02:50,Nairobi Depot,Logistics,Night,Slip / Trip,Worker slipped near transfer walkway at Nairobi Depot during night shift. Credible worst case could be life-altering.,Near Miss,False,False,True,True,5,1,True,100.0,96.3,1383,-1.2921,36.8219,5
HSE-1188,2026-03-13,08:50,Kisumu Depot,Maintenance,Day,Manual Handling,Manual Handling event reported at Kisumu Depot during day shift.,Lost Time,True,True,False,False,4,5,True,91.7,86.6,1024,-0.0917,34.768,20
HSE-1189,2026-03-13,17:20,Kakamega Depot,Utilities,Day,Chemical Exposure,Chemical Exposure event reported at Kakamega Depot during day shift. Credible worst case could be life-altering.,Medical Treatment,True,True,False,True,5,2,True,87.5,92.0,1066,0.2827,34.7519,10
HSE-1190,2026-03-13,17:10,Wajir Depot,Operations,Day,Near Miss,Near Miss event reported at Wajir Depot during day shift.,Near Miss,False,False,True,False,0,3,True,85.0,85.0,1001,1.7471,40.0573,0
HSE-1191,2026-03-13,08:00,Mandera Depot,Maintenance,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Mandera Depot during day shift.,Medical Treatment,True,True,False,False,4,1,True,100.0,92.3,1069,3.9373,41.8569,4
HSE-1192,2026-03-14,01:50,Kisumu Depot,Operations,Night,Near Miss,Near Miss event reported at Kisumu Depot during night shift.,Near Miss,False,False,True,False,0,1,True,100.0,87.9,979,-0.0917,34.768,0
HSE-1193,2026-03-15,22:10,Nairobi Depot,Logistics,Night,Near Miss,Near Miss event reported at Nairobi Depot during night shift.,Near Miss,False,False,True,False,0,1,True,54.8,83.3,854,-1.2921,36.8219,0
HSE-1194,2026-03-15,22:40,Kisumu Depot,Operations,Night,Slip / Trip,Worker slipped near transfer walkway at Kisumu Depot during night shift.,First Aid,True,True,False,False,5,2,True,71.4,86.8,1033,-0.0917,34.768,10
HSE-1195,2026-03-15,09:00,Mandera Depot,Operations,Day,Equipment Contact,Equipment Contact event reported at Mandera Depot during day shift. Credible worst case could be life-altering.,Near Miss,False,False,True,True,5,1,True,78.6,87.0,1020,3.9373,41.8569,5
HSE-1196,2026-03-16,14:30,Wajir Depot,Maintenance,Day,Vehicle Interaction,Pedestrian entered forklift travel path at Wajir Depot during day shift.,Near Miss,False,False,True,False,0,2,True,78.6,88.4,1145,1.7471,40.0573,0
HSE-1197,2026-03-16,02:10,Mandera Depot,Operations,Night,Manual Handling,Manual Handling event reported at Mandera Depot during night shift.,First Aid,False,False,False,False,1,2,True,77.8,85.9,1249,3.9373,41.8569,2
HSE-1198,2026-03-17,18:00,Nyeri Depot,Operations,Day,Struck By,Struck By event reported at Nyeri Depot during day shift.,Restricted Work,False,False,False,False,1,1,True,88.9,93.5,1087,-0.4201,36.9476,1
HSE-1199,2026-03-17,13:40,Kisumu Depot,Operations,Day,Chemical Exposure,Chemical Exposure event reported at Kisumu Depot during day shift. Credible worst case could be life-altering.,Near Miss,False,False,True,True,5,5,True,100.0,84.0,1018,-0.0917,34.768,25
HSE-1200,2026-03-18,00:00,Nairobi Depot,Maintenance,Night,Equipment Contact,Equipment Contact event reported at Nairobi Depot during night shift.,Medical Treatment,False,False,False,False,1,5,False,65.6,95.4,1164,-1.2921,36.8219,5
HSE-1201,2026-03-18,11:50,Mandera Depot,Logistics,Day,Manual Handling,Manual Handling event reported at Mandera Depot during day shift.,Medical Treatment,False,False,False,False,1,2,True,70.0,86.7,1202,3.9373,41.8569,2
HSE-1202,2026-03-19,10:10,Nairobi Depot,Operations,Day,Equipment Contact,Equipment Contact event reported at Nairobi Depot during day shift. Credible worst case could be life-altering.,First Aid,True,False,False,True,3,5,True,85.7,90.7,1133,-1.2921,36.8219,15
HSE-1203,2026-03-20,06:00,Mombasa Depot,Logistics,Day,Struck By,Struck By event reported at Mombasa Depot during day shift.,Lost Time,True,False,False,False,2,4,True,82.1,90.0,1260,-4.0435,39.6682,8
HSE-1204,2026-03-20,02:00,Nyeri Depot,Utilities,Night,Slip / Trip,Worker slipped near transfer walkway at Nyeri Depot during night shift.,Restricted Work,True,False,False,False,2,5,True,90.5,98.7,1346,-0.4201,36.9476,10
HSE-1205,2026-03-20,22:50,Kisumu Depot,Operations,Night,Chemical Exposure,Chemical Exposure event reported at Kisumu Depot during night shift. Credible worst case could be life-altering.,Lost Time,True,True,False,True,4,2,False,81.2,95.6,1101,-0.0917,34.768,8
HSE-1206,2026-03-20,16:00,Kakamega Depot,Maintenance,Day,Chemical Exposure,Chemical Exposure event reported at Kakamega Depot during day shift.,Near Miss,False,False,True,False,0,2,True,75.0,92.6,1125,0.2827,34.7519,0
HSE-1207,2026-03-21,08:30,Nairobi Depot,Logistics,Day,Near Miss,Near Miss event reported at Nairobi Depot during day shift.,Near Miss,False,False,True,False,0,5,True,68.8,91.5,1052,-1.2921,36.8219,0
HSE-1208,2026-03-21,09:10,Nyeri Depot,Operations,Day,Near Miss,Near Miss event reported at Nyeri Depot during day shift.,Near Miss,False,False,True,False,0,4,False,89.3,88.5,926,-0.4201,36.9476,0
HSE-1209,2026-03-21,18:00,Kisumu Depot,Utilities,Day,Struck By,Struck By event reported at Kisumu Depot during day shift.,Near Miss,False,False,True,False,0,3,True,71.4,87.0,1367,-0.0917,34.768,0
HSE-1210,2026-03-23,15:20,Nairobi Depot,Logistics,Day,Near Miss,Near Miss event reported at Nairobi Depot during day shift.,Near Miss,False,False,True,False,0,3,False,76.9,85.8,1222,-1.2921,36.8219,0
HSE-1211,2026-03-23,15:00,Mombasa Depot,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Mombasa Depot during day shift.,Medical Treatment,True,False,False,False,2,5,True,53.3,95.2,917,-4.0435,39.6682,10
HSE-1212,2026-03-23,14:10,Kisumu Depot,Logistics,Day,Slip / Trip,Worker slipped near transfer walkway at Kisumu Depot during day shift.,First Aid,True,False,False,False,3,1,True,95.8,88.2,1153,-0.0917,34.768,3
HSE-1213,2026-03-23,02:50,Wajir Depot,Maintenance,Night,Struck By,Struck By event reported at Wajir Depot during night shift.,First Aid,True,False,False,False,2,2,True,93.5,85.1,1202,1.7471,40.0573,4
HSE-1214,2026-03-23,17:30,Mandera Depot,Maintenance,Day,Manual Handling,Manual Handling event reported at Mandera Depot during day shift.,Near Miss,False,False,True,False,0,4,True,90.0,94.9,1121,3.9373,41.8569,0
HSE-1215,2026-03-24,12:50,Mombasa Depot,Operations,Day,Near Miss,Near Miss event reported at Mombasa Depot during day shift.,Near Miss,False,False,True,False,0,1,True,61.5,93.9,1074,-4.0435,39.6682,0
HSE-1216,2026-03-24,13:50,Kakamega Depot,Maintenance,Day,Near Miss,Near Miss event reported at Kakamega Depot during day shift.,Near Miss,False,False,True,False,0,5,True,85.7,87.0,1234,0.2827,34.7519,0
HSE-1217,2026-03-24,15:10,Mandera Depot,Operations,Day,Manual Handling,Manual Handling event reported at Mandera Depot during day shift.,Near Miss,False,False,True,False,0,2,False,67.7,86.2,1387,3.9373,41.8569,0
HSE-1218,2026-03-25,07:00,Mombasa Depot,Maintenance,Day,Fall From Height,Elevated work task had incomplete edge protection at Mombasa Depot. Credible worst case could be life-altering.,Near Miss,False,False,True,True,3,2,True,100.0,85.6,973,-4.0435,39.6682,6
HSE-1219,2026-03-26,13:00,Mombasa Depot,Logistics,Day,Chemical Exposure,Chemical Exposure event reported at Mombasa Depot during day shift. Credible worst case could be life-altering.,First Aid,True,True,False,True,5,5,True,100.0,86.5,1245,-4.0435,39.6682,25
HSE-1220,2026-03-26,00:10,Nyeri Depot,Maintenance,Night,Manual Handling,Manual Handling event reported at Nyeri Depot during night shift.,Restricted Work,True,False,False,False,2,4,True,96.2,95.3,1262,-0.4201,36.9476,8
HSE-1221,2026-03-27,16:50,Kakamega Depot,Maintenance,Day,Struck By,Struck By event reported at Kakamega Depot during day shift.,Near Miss,False,False,True,False,0,3,True,96.0,87.8,1136,0.2827,34.7519,0
HSE-1222,2026-03-28,07:40,Mombasa Depot,Utilities,Day,Chemical Exposure,Chemical Exposure event reported at Mombasa Depot during day shift. Credible worst case could be life-altering.,Near Miss,False,False,True,True,3,1,True,96.6,98.5,1265,-4.0435,39.6682,3
HSE-1223,2026-03-28,23:40,Nyeri Depot,Operations,Night,Slip / Trip,Worker slipped near transfer walkway at Nyeri Depot during night shift.,First Aid,True,False,False,False,3,2,False,94.7,88.6,1233,-0.4201,36.9476,6
HSE-1224,2026-03-28,00:20,Kisumu Depot,Maintenance,Night,Fall From Height,Elevated work task had incomplete edge protection at Kisumu Depot. Credible worst case could be life-altering.,Lost Time,True,True,False,True,5,4,True,76.0,87.9,1316,-0.0917,34.768,20
HSE-1225,2026-03-28,07:50,Wajir Depot,Utilities,Day,Equipment Contact,Equipment Contact event reported at Wajir Depot during day shift.,Medical Treatment,True,False,False,False,2,2,True,85.2,87.5,1115,1.7471,40.0573,4
HSE-1226,2026-03-29,00:40,Mandera Depot,Logistics,Night,Struck By,Struck By event reported at Mandera Depot during night shift.,Near Miss,False,False,True,False,0,1,True,90.0,88.8,1106,3.9373,41.8569,0
HSE-1227,2026-03-30,02:00,Nyeri Depot,Logistics,Night,Slip / Trip,Worker slipped near transfer walkway at Nyeri Depot during night shift.,First Aid,True,True,False,False,3,2,True,78.1,92.1,1103,-0.4201,36.9476,6
HSE-1228,2026-03-30,12:20,Kisumu Depot,Logistics,Day,Manual Handling,Manual Handling event reported at Kisumu Depot during day shift.,Near Miss,False,False,True,False,0,3,True,89.7,88.4,1347,-0.0917,34.768,0
HSE-1229,2026-03-30,23:40,Kakamega Depot,Operations,Night,Slip / Trip,Worker slipped near transfer walkway at Kakamega Depot during night shift.,Medical Treatment,False,False,False,False,1,1,True,96.2,91.4,961,0.2827,34.7519,1
HSE-1230,2026-03-30,07:30,Wajir Depot,Logistics,Day,Equipment Contact,Equipment Contact event reported at Wajir Depot during day shift.,First Aid,True,True,False,False,4,1,True,73.1,94.5,1219,1.7471,40.0573,4
HSE-1231,2026-03-31,15:30,Kisumu Depot,Logistics,Day,Equipment Contact,Equipment Contact event reported at Kisumu Depot during day shift.,Near Miss,False,False,True,False,0,3,True,50.0,89.2,931,-0.0917,34.768,0
HSE-1232,2026-03-31,17:50,Kakamega Depot,Operations,Day,Struck By,Struck By event reported at Kakamega Depot during day shift.,First Aid,False,False,False,False,1,5,True,75.9,88.2,1044,0.2827,34.7519,5
HSE-1233,2026-03-31,00:40,Wajir Depot,Operations,Night,Vehicle Interaction,Pedestrian entered forklift travel path at Wajir Depot during night shift.,Restricted Work,True,False,False,False,2,1,False,84.4,92.8,1298,1.7471,40.0573,2
HSE-1234,2026-03-31,15:40,Mandera Depot,Logistics,Day,Slip / Trip,Worker slipped near transfer walkway at Mandera Depot during day shift.,Medical Treatment,True,False,False,False,2,2,True,94.1,85.5,861,3.9373,41.8569,4
HSE-1235,2026-04-02,00:10,Nairobi Depot,Operations,Night,Slip / Trip,Worker slipped near transfer walkway at Nairobi Depot during night shift.,Near Miss,False,False,True,False,0,4,False,60.0,90.9,1143,-1.2921,36.8219,0
HSE-1236,2026-04-03,00:50,Nairobi Depot,Operations,Night,Slip / Trip,Worker slipped near transfer walkway at Nairobi Depot during night shift.,Lost Time,True,False,False,False,2,4,True,66.7,87.1,1345,-1.2921,36.8219,8
HSE-1237,2026-04-03,11:00,Kisumu Depot,Logistics,Day,Fall From Height,Elevated work task had incomplete edge protection at Kisumu Depot.,Restricted Work,True,False,False,False,2,1,True,89.5,87.7,941,-0.0917,34.768,2
HSE-1238,2026-04-03,09:40,Kakamega Depot,Maintenance,Day,Struck By,Struck By event reported at Kakamega Depot during day shift.,Lost Time,False,False,False,False,1,4,True,96.8,90.0,1296,0.2827,34.7519,4
HSE-1239,2026-04-03,16:20,Wajir Depot,Logistics,Day,Chemical Exposure,Chemical Exposure event reported at Wajir Depot during day shift.,Medical Treatment,True,False,False,False,3,1,True,82.1,98.5,1269,1.7471,40.0573,3
HSE-1240,2026-04-03,15:00,Mandera Depot,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Mandera Depot during day shift.,Near Miss,False,False,True,False,0,2,True,85.2,88.5,1173,3.9373,41.8569,0
HSE-1241,2026-04-04,00:10,Mombasa Depot,Logistics,Night,Slip / Trip,Worker slipped near transfer walkway at Mombasa Depot during night shift.,First Aid,True,True,False,False,4,4,False,72.7,86.8,891,-4.0435,39.6682,16
HSE-1242,2026-04-05,14:20,Mombasa Depot,Utilities,Day,Equipment Contact,Equipment Contact event reported at Mombasa Depot during day shift.,Medical Treatment,False,False,False,False,1,1,True,87.1,95.2,992,-4.0435,39.6682,1
HSE-1243,2026-04-05,02:40,Wajir Depot,Maintenance,Night,Equipment Contact,Equipment Contact event reported at Wajir Depot during night shift. Credible worst case could be life-altering.,Medical Treatment,True,True,False,True,4,3,True,89.3,85.2,1080,1.7471,40.0573,12
HSE-1244,2026-04-06,16:50,Nairobi Depot,Operations,Day,Slip / Trip,Worker slipped near transfer walkway at Nairobi Depot during day shift.,Restricted Work,True,False,False,False,3,3,False,96.8,87.8,1004,-1.2921,36.8219,9
HSE-1245,2026-04-06,00:50,Kakamega Depot,Logistics,Night,Struck By,Struck By event reported at Kakamega Depot during night shift.,Near Miss,False,False,True,False,0,1,True,100.0,91.0,1336,0.2827,34.7519,0
